supplier_id,supplier_name,supplier_type,risk_level,compliance_issues,key_terms,past_performance,negotiate_recommendation,supply_chain_disruption,quality_metrics,cost_metrics
S2341,Supplier 2341,Distributor,Low,Non-Compliance with Standards,"45-day payment, 10-day delivery",Good,Seek alternative suppliers,No,"2.67% defect rate, Meets standards","$64.73/unit, $5882.37 total cost"
S2342,Supplier 2342,Manufacturer,High,Non-Compliance with Standards,"60-day payment, 7-day delivery",Fair,"Include penalty clauses for late delivery, Include compliance monitoring, Seek alternative suppliers",No,"3.31% defect rate, Meets standards","$66.51/unit, $5682.69 total cost"
S2343,Supplier 2343,Manufacturer,High,Non-Compliance with Standards,"60-day payment, 7-day delivery",Excellent,"Include compliance monitoring, Seek alternative suppliers, Include penalty clauses for late delivery",No,"1.51% defect rate, Meets standards","$54.04/unit, $6256.42 total cost"
S2344,Supplier 2344,Retailer,High,,"30-day payment, 5-day delivery",Excellent,"Include compliance monitoring, Include penalty clauses for late delivery, Adjust delivery schedules",No,"1.65% defect rate, Meets standards","$56.65/unit, $6912.08 total cost"
S2345,Supplier 2345,Service Provider,Low,Late Delivery,"30-day payment, 5-day delivery",Poor,Include compliance monitoring,Yes,"1.9% defect rate, Meets standards","$51.78/unit, $5394.38 total cost"
S2346,Supplier 2346,Service Provider,Low,Late Delivery,"45-day payment, 10-day delivery",Fair,Adjust delivery schedules,Yes,"2.93% defect rate, Meets standards","$57.37/unit, $6359.57 total cost"
S2347,Supplier 2347,Distributor,Medium,Substandard Quality,"60-day payment, 7-day delivery",Excellent,"Seek alternative suppliers, Adjust delivery schedules",No,"2.07% defect rate, Meets standards","$56.5/unit, $6897.24 total cost"
S2348,Supplier 2348,Service Provider,Medium,Non-Compliance with Standards,"60-day payment, 7-day delivery",Excellent,"Adjust delivery schedules, Include compliance monitoring",Yes,"1.4% defect rate, Meets standards","$61.11/unit, $6596.63 total cost"
S2349,Supplier 2349,Distributor,Low,Late Delivery,"30-day payment, 5-day delivery",Poor,Include compliance monitoring,No,"3.07% defect rate, Meets standards","$64.04/unit, $6731.08 total cost"
S2350,Supplier 2350,Distributor,Medium,Non-Compliance with Standards,"30-day payment, 5-day delivery",Excellent,"Include penalty clauses for late delivery, Adjust delivery schedules",No,"3.79% defect rate, Meets standards","$58.97/unit, $5840.06 total cost"
S2351,Supplier 2351,Distributor,Low,Late Delivery,"60-day payment, 7-day delivery",Poor,Seek alternative suppliers,No,"1.39% defect rate, Meets standards","$50.03/unit, $6945.81 total cost"
S2352,Supplier 2352,Manufacturer,Low,Substandard Quality,"45-day payment, 10-day delivery",Fair,Adjust delivery schedules,No,"3.92% defect rate, Meets standards","$64.76/unit, $5465.2 total cost"
S2353,Supplier 2353,Service Provider,Low,Late Delivery,"30-day payment, 5-day delivery",Fair,Include penalty clauses for late delivery,Yes,"1.09% defect rate, Meets standards","$54.03/unit, $5361.75 total cost"
S2354,Supplier 2354,Retailer,Medium,,"60-day payment, 7-day delivery",Good,"Seek alternative suppliers, Adjust delivery schedules",No,"3.8% defect rate, Meets standards","$63.02/unit, $6876.1 total cost"
S2355,Supplier 2355,Retailer,High,Late Delivery,"45-day payment, 10-day delivery",Excellent,"Adjust delivery schedules, Seek alternative suppliers, Include penalty clauses for late delivery",Yes,"4.81% defect rate, Meets standards","$67.81/unit, $5675.15 total cost"
S2356,Supplier 2356,Retailer,Medium,,"60-day payment, 7-day delivery",Excellent,"Include compliance monitoring, Include penalty clauses for late delivery",No,"2.83% defect rate, Meets standards","$58.18/unit, $6034.15 total cost"
S2357,Supplier 2357,Retailer,High,Non-Compliance with Standards,"60-day payment, 7-day delivery",Excellent,"Include compliance monitoring, Include penalty clauses for late delivery, Seek alternative suppliers",No,"1.26% defect rate, Meets standards","$50.62/unit, $6451.08 total cost"
S2358,Supplier 2358,Retailer,Medium,,"60-day payment, 7-day delivery",Good,"Adjust delivery schedules, Seek alternative suppliers",Yes,"2.13% defect rate, Meets standards","$68.65/unit, $6990.45 total cost"
S2359,Supplier 2359,Distributor,High,Non-Compliance with Standards,"45-day payment, 10-day delivery",Good,"Include penalty clauses for late delivery, Seek alternative suppliers, Adjust delivery schedules",Yes,"1.59% defect rate, Meets standards","$55.85/unit, $5330.17 total cost"
S2360,Supplier 2360,Retailer,High,Non-Compliance with Standards,"45-day payment, 10-day delivery",Good,"Include compliance monitoring, Adjust delivery schedules, Seek alternative suppliers",Yes,"3.0% defect rate, Meets standards","$64.57/unit, $6554.58 total cost"
S2361,Supplier 2361,Distributor,Low,Late Delivery,"60-day payment, 7-day delivery",Good,Include penalty clauses for late delivery,No,"1.72% defect rate, Meets standards","$56.85/unit, $5507.39 total cost"
S2362,Supplier 2362,Manufacturer,Medium,Non-Compliance with Standards,"60-day payment, 7-day delivery",Good,"Adjust delivery schedules, Include compliance monitoring",Yes,"4.99% defect rate, Meets standards","$66.83/unit, $5746.03 total cost"
S2363,Supplier 2363,Retailer,High,Non-Compliance with Standards,"45-day payment, 10-day delivery",Poor,"Include compliance monitoring, Include penalty clauses for late delivery, Adjust delivery schedules",No,"2.68% defect rate, Meets standards","$63.04/unit, $6099.54 total cost"
S2364,Supplier 2364,Service Provider,Medium,,"60-day payment, 7-day delivery",Excellent,"Include penalty clauses for late delivery, Include compliance monitoring",Yes,"2.55% defect rate, Meets standards","$55.86/unit, $5199.06 total cost"
S2365,Supplier 2365,Service Provider,Low,Substandard Quality,"60-day payment, 7-day delivery",Good,Adjust delivery schedules,No,"1.26% defect rate, Meets standards","$52.73/unit, $6803.45 total cost"
S2366,Supplier 2366,Service Provider,Low,,"45-day payment, 10-day delivery",Poor,Include compliance monitoring,No,"3.39% defect rate, Meets standards","$53.27/unit, $5945.41 total cost"
S2367,Supplier 2367,Retailer,High,,"30-day payment, 5-day delivery",Excellent,"Seek alternative suppliers, Include compliance monitoring, Adjust delivery schedules",Yes,"1.5% defect rate, Meets standards","$65.55/unit, $5944.57 total cost"
S2368,Supplier 2368,Retailer,Low,Non-Compliance with Standards,"45-day payment, 10-day delivery",Good,Adjust delivery schedules,No,"2.05% defect rate, Meets standards","$52.03/unit, $5940.95 total cost"
S2369,Supplier 2369,Service Provider,Medium,Non-Compliance with Standards,"30-day payment, 5-day delivery",Good,"Include compliance monitoring, Adjust delivery schedules",No,"2.2% defect rate, Meets standards","$52.92/unit, $5172.79 total cost"
S2370,Supplier 2370,Service Provider,Low,,"30-day payment, 5-day delivery",Fair,Adjust delivery schedules,Yes,"1.39% defect rate, Meets standards","$61.83/unit, $5347.91 total cost"
S2371,Supplier 2371,Retailer,Low,Late Delivery,"45-day payment, 10-day delivery",Fair,Include penalty clauses for late delivery,No,"4.32% defect rate, Meets standards","$52.53/unit, $5557.15 total cost"
S2372,Supplier 2372,Service Provider,Low,Substandard Quality,"30-day payment, 5-day delivery",Excellent,Include penalty clauses for late delivery,No,"1.44% defect rate, Meets standards","$51.07/unit, $6175.42 total cost"
S2373,Supplier 2373,Manufacturer,Low,Non-Compliance with Standards,"60-day payment, 7-day delivery",Poor,Include compliance monitoring,No,"2.93% defect rate, Meets standards","$53.88/unit, $6992.22 total cost"
S2374,Supplier 2374,Retailer,Medium,Non-Compliance with Standards,"45-day payment, 10-day delivery",Excellent,"Seek alternative suppliers, Adjust delivery schedules",No,"2.16% defect rate, Meets standards","$55.83/unit, $5735.37 total cost"
S2375,Supplier 2375,Retailer,Medium,,"30-day payment, 5-day delivery",Poor,"Adjust delivery schedules, Include compliance monitoring",No,"1.95% defect rate, Meets standards","$58.03/unit, $6696.5 total cost"
S2376,Supplier 2376,Retailer,High,Late Delivery,"30-day payment, 5-day delivery",Fair,"Seek alternative suppliers, Adjust delivery schedules, Include compliance monitoring",Yes,"1.89% defect rate, Meets standards","$63.89/unit, $5027.6 total cost"
S2377,Supplier 2377,Manufacturer,Low,Non-Compliance with Standards,"45-day payment, 10-day delivery",Excellent,Include penalty clauses for late delivery,No,"3.68% defect rate, Meets standards","$65.16/unit, $6546.17 total cost"
S2378,Supplier 2378,Manufacturer,High,Non-Compliance with Standards,"45-day payment, 10-day delivery",Excellent,"Include penalty clauses for late delivery, Adjust delivery schedules, Include compliance monitoring",No,"4.18% defect rate, Meets standards","$62.54/unit, $5922.98 total cost"
S2379,Supplier 2379,Service Provider,High,,"60-day payment, 7-day delivery",Poor,"Include compliance monitoring, Adjust delivery schedules, Include penalty clauses for late delivery",Yes,"2.64% defect rate, Meets standards","$60.42/unit, $6332.33 total cost"
S2380,Supplier 2380,Service Provider,Medium,Non-Compliance with Standards,"30-day payment, 5-day delivery",Good,"Seek alternative suppliers, Include compliance monitoring",No,"2.27% defect rate, Meets standards","$51.29/unit, $5883.22 total cost"
S2381,Supplier 2381,Service Provider,Low,Substandard Quality,"45-day payment, 10-day delivery",Fair,Include penalty clauses for late delivery,Yes,"3.92% defect rate, Meets standards","$59.11/unit, $5730.79 total cost"
S2382,Supplier 2382,Manufacturer,Low,Substandard Quality,"30-day payment, 5-day delivery",Good,Seek alternative suppliers,Yes,"2.08% defect rate, Meets standards","$52.12/unit, $6797.71 total cost"
S2383,Supplier 2383,Service Provider,Medium,Substandard Quality,"30-day payment, 5-day delivery",Good,"Adjust delivery schedules, Seek alternative suppliers",No,"4.48% defect rate, Meets standards","$66.63/unit, $6199.3 total cost"
S2384,Supplier 2384,Service Provider,Medium,,"30-day payment, 5-day delivery",Fair,"Include compliance monitoring, Include penalty clauses for late delivery",Yes,"2.18% defect rate, Meets standards","$55.85/unit, $5214.3 total cost"
S2385,Supplier 2385,Service Provider,Medium,,"45-day payment, 10-day delivery",Fair,"Adjust delivery schedules, Include penalty clauses for late delivery",No,"1.21% defect rate, Meets standards","$58.07/unit, $5113.64 total cost"
S2386,Supplier 2386,Distributor,Low,Non-Compliance with Standards,"60-day payment, 7-day delivery",Poor,Adjust delivery schedules,Yes,"2.88% defect rate, Meets standards","$51.17/unit, $5236.99 total cost"
S2387,Supplier 2387,Distributor,High,Late Delivery,"30-day payment, 5-day delivery",Good,"Include penalty clauses for late delivery, Include compliance monitoring, Adjust delivery schedules",No,"2.2% defect rate, Meets standards","$58.44/unit, $5377.04 total cost"
S2388,Supplier 2388,Service Provider,High,Late Delivery,"45-day payment, 10-day delivery",Excellent,"Include compliance monitoring, Adjust delivery schedules, Include penalty clauses for late delivery",No,"2.86% defect rate, Meets standards","$62.9/unit, $5406.82 total cost"
S2389,Supplier 2389,Manufacturer,Low,Non-Compliance with Standards,"30-day payment, 5-day delivery",Excellent,Adjust delivery schedules,Yes,"2.17% defect rate, Meets standards","$59.94/unit, $6915.15 total cost"
S2390,Supplier 2390,Service Provider,High,Late Delivery,"60-day payment, 7-day delivery",Fair,"Seek alternative suppliers, Include penalty clauses for late delivery, Adjust delivery schedules",No,"4.95% defect rate, Meets standards","$66.47/unit, $5260.43 total cost"
S2391,Supplier 2391,Manufacturer,Low,,"30-day payment, 5-day delivery",Good,Seek alternative suppliers,No,"4.9% defect rate, Meets standards","$57.95/unit, $6428.33 total cost"
S2392,Supplier 2392,Distributor,Low,Late Delivery,"60-day payment, 7-day delivery",Fair,Seek alternative suppliers,Yes,"3.47% defect rate, Meets standards","$68.99/unit, $6790.3 total cost"
S2393,Supplier 2393,Distributor,Medium,Late Delivery,"45-day payment, 10-day delivery",Fair,"Include penalty clauses for late delivery, Seek alternative suppliers",No,"4.63% defect rate, Meets standards","$66.56/unit, $5865.22 total cost"
S2394,Supplier 2394,Service Provider,Low,Substandard Quality,"45-day payment, 10-day delivery",Excellent,Adjust delivery schedules,No,"2.25% defect rate, Meets standards","$65.74/unit, $6519.38 total cost"
S2395,Supplier 2395,Distributor,Medium,Late Delivery,"45-day payment, 10-day delivery",Good,"Adjust delivery schedules, Include compliance monitoring",No,"4.15% defect rate, Meets standards","$53.07/unit, $6624.99 total cost"
S2396,Supplier 2396,Service Provider,Medium,,"30-day payment, 5-day delivery",Good,"Seek alternative suppliers, Adjust delivery schedules",Yes,"4.06% defect rate, Meets standards","$54.81/unit, $5905.27 total cost"
S2397,Supplier 2397,Service Provider,High,Substandard Quality,"60-day payment, 7-day delivery",Poor,"Adjust delivery schedules, Include penalty clauses for late delivery, Include compliance monitoring",Yes,"2.42% defect rate, Meets standards","$56.99/unit, $6528.86 total cost"
S2398,Supplier 2398,Manufacturer,Medium,Non-Compliance with Standards,"30-day payment, 5-day delivery",Poor,"Seek alternative suppliers, Include compliance monitoring",Yes,"3.89% defect rate, Meets standards","$53.61/unit, $5029.57 total cost"
S2399,Supplier 2399,Manufacturer,High,Non-Compliance with Standards,"60-day payment, 7-day delivery",Good,"Seek alternative suppliers, Include compliance monitoring, Include penalty clauses for late delivery",Yes,"1.37% defect rate, Meets standards","$51.49/unit, $5321.97 total cost"
S2400,Supplier 2400,Distributor,Low,Late Delivery,"45-day payment, 10-day delivery",Excellent,Include penalty clauses for late delivery,No,"1.93% defect rate, Meets standards","$50.52/unit, $6260.96 total cost"
S2401,Supplier 2401,Distributor,High,,"30-day payment, 5-day delivery",Poor,"Include compliance monitoring, Seek alternative suppliers, Include penalty clauses for late delivery",No,"1.84% defect rate, Meets standards","$58.25/unit, $5592.65 total cost"
S2402,Supplier 2402,Retailer,High,Substandard Quality,"45-day payment, 10-day delivery",Good,"Include penalty clauses for late delivery, Adjust delivery schedules, Include compliance monitoring",Yes,"3.5% defect rate, Meets standards","$50.76/unit, $5573.57 total cost"
S2403,Supplier 2403,Service Provider,High,Substandard Quality,"45-day payment, 10-day delivery",Fair,"Include penalty clauses for late delivery, Seek alternative suppliers, Adjust delivery schedules",No,"1.81% defect rate, Meets standards","$53.5/unit, $5784.77 total cost"
S2404,Supplier 2404,Service Provider,Low,Non-Compliance with Standards,"60-day payment, 7-day delivery",Excellent,Include penalty clauses for late delivery,No,"2.13% defect rate, Meets standards","$68.42/unit, $5687.34 total cost"
S2405,Supplier 2405,Distributor,Low,,"60-day payment, 7-day delivery",Poor,Include compliance monitoring,No,"2.09% defect rate, Meets standards","$59.97/unit, $5566.28 total cost"
S2406,Supplier 2406,Manufacturer,Medium,Substandard Quality,"60-day payment, 7-day delivery",Fair,"Include penalty clauses for late delivery, Include compliance monitoring",Yes,"4.77% defect rate, Meets standards","$52.07/unit, $5860.43 total cost"
